Tweet,Tweet Length,Cleaned_Tweet,Cleaned_Length,Normalized_Tweet,Normalized_Length,Tokenized_Tweet,Token_Count,No_Stopwords_Tweet,No_Stopwords_Count,Stemmed_Tweet,Stemmed_Count,Sentimen
@Alfa_Bimas @Intel_Imut @Boediantar4 bisa aja ...menganalisa loyalitas dan kapasitas anggota kabinet itu khan semacam intelijen .... bisa dikerjakan sambil jalan. mustinya tidak mengurangi kinerja yg diharapkan .... let's PS play his game ... kita amati bareng2.,36,alfa_bimas intel_imut boediantar4 bisa aja menganalisa loyalitas dan kapasitas anggota kabinet itu khan semacam intelijen  bisa dikerjakan sambil jalan mustinya tidak mengurangi kinerja yg diharapkan  lets ps play his game  kita amati bareng2,33,alfa_bimas intel_imut boediantar4 bisa aja menganalisa loyalitas dan kapasitas anggota kabinet itu khan semacam intelijen bisa dikerjakan sambil jalan mustinya tidak mengurangi kinerja yg diharapkan lets ps play his game kita amati bareng2,33,"[""alfa_bimas"", ""intel_imut"", ""boediantar4"", ""bisa"", ""aja"", ""menganalisa"", ""loyalitas"", ""dan"", ""kapasitas"", ""anggota"", ""kabinet"", ""itu"", ""khan"", ""semacam"", ""intelijen"", ""bisa"", ""dikerjakan"", ""sambil"", ""jalan"", ""mustinya"", ""tidak"", ""mengurangi"", ""kinerja"", ""yg"", ""diharapkan"", ""lets"", ""ps"", ""play"", ""his"", ""game"", ""kita"", ""amati"", ""bareng2""]",339,"[""alfa_bimas"", ""intel_imut"", ""boediantar4"", ""menganalisa"", ""loyalitas"", ""kapasitas"", ""anggota"", ""kabinet"", ""khan"", ""intelijen"", ""jalan"", ""mustinya"", ""mengurangi"", ""kinerja"", ""diharapkan"", ""lets"", ""ps"", ""play"", ""his"", ""game"", ""amati"", ""bareng2""]",22,"[""alfa"", ""bimas"", ""intel"", ""imut"", ""boediantar4"", ""menganalisa"", ""loyalitas"", ""kapasitas"", ""anggota"", ""kabinet"", ""khan"", ""intelijen"", ""jalan"", ""mustinya"", ""kurang"", ""kerja"", ""harap"", ""lets"", ""ps"", ""play"", ""his"", ""game"", ""amat"", ""bareng2""]",24,positif
@prabowo keluar uang banyak untuk konsolidasi Kabinet Merah Putih di Magelang pulang ditraktir Presiden selama 3 hari @gibran_tweet malah sempat-sempatnya mampir blusukan di Pasar Gotong Royong merongrong popularitas Presiden yang sudah berusaha meng-upgrade isi kepalanya.,35,prabowo keluar uang banyak untuk konsolidasi kabinet merah putih di magelang pulang ditraktir presiden selama 3 hari gibran_tweet malah sempatsempatnya mampir blusukan di pasar gotong royong merongrong popularitas presiden yang sudah berusaha mengupgrade isi kepalanya,35,prabowo keluar uang banyak untuk konsolidasi kabinet merah putih di magelang pulang ditraktir presiden selama 3 hari gibran_tweet malah sempatsempatnya mampir blusukan di pasar gotong royong merongrong popularitas presiden yang sudah berusaha mengupgrade isi kepalanya,35,"[""prabowo"", ""keluar"", ""uang"", ""banyak"", ""untuk"", ""konsolidasi"", ""kabinet"", ""merah"", ""putih"", ""di"", ""magelang"", ""pulang"", ""ditraktir"", ""presiden"", ""selama"", ""3"", ""hari"", ""gibran_tweet"", ""malah"", ""sempatsempatnya"", ""mampir"", ""blusukan"", ""di"", ""pasar"", ""gotong"", ""royong"", ""merongrong"", ""popularitas"", ""presiden"", ""yang"", ""sudah"", ""berusaha"", ""mengupgrade"", ""isi"", ""kepalanya""]",374,"[""prabowo"", ""uang"", ""konsolidasi"", ""kabinet"", ""merah"", ""putih"", ""magelang"", ""pulang"", ""ditraktir"", ""presiden"", ""3"", ""gibran_tweet"", ""sempatsempatnya"", ""mampir"", ""blusukan"", ""pasar"", ""gotong"", ""royong"", ""merongrong"", ""popularitas"", ""presiden"", ""berusaha"", ""mengupgrade"", ""isi"", ""kepalanya""]",25,"[""prabowo"", ""uang"", ""konsolidasi"", ""kabinet"", ""merah"", ""putih"", ""magelang"", ""pulang"", ""traktir"", ""presiden"", ""3"", ""gibran"", ""tweet"", ""sempatsempatnya"", ""mampir"", ""blusukan"", ""pasar"", ""gotong"", ""royong"", ""rongrong"", ""popularitas"", ""presiden"", ""usaha"", ""mengupgrade"", ""isi"", ""kepala""]",26,negatif
Presiden RI Prabowo Subianto ceritakan Ketika pertama kali umumkan Kabinet Merah Putih mendapatkan dampak yang baik bagi pasar #presidenprabowo #prabowosubianto #kabinetmerahputih #prabowogibran #dekade08 https://t.co/C8VzcgXnG1,24,presiden ri prabowo subianto ceritakan ketika pertama kali umumkan kabinet merah putih mendapatkan dampak yang baik bagi pasar presidenprabowo prabowosubianto kabinetmerahputih prabowogibran dekade08,23,presiden ri prabowo subianto ceritakan ketika pertama kali umumkan kabinet merah putih mendapatkan dampak yang baik bagi pasar presidenprabowo prabowosubianto kabinetmerahputih prabowogibran dekade08,23,"[""presiden"", ""ri"", ""prabowo"", ""subianto"", ""ceritakan"", ""ketika"", ""pertama"", ""kali"", ""umumkan"", ""kabinet"", ""merah"", ""putih"", ""mendapatkan"", ""dampak"", ""yang"", ""baik"", ""bagi"", ""pasar"", ""presidenprabowo"", ""prabowosubianto"", ""kabinetmerahputih"", ""prabowogibran"", ""dekade08""]",269,"[""presiden"", ""prabowo"", ""subianto"", ""ceritakan"", ""kali"", ""umumkan"", ""kabinet"", ""merah"", ""putih"", ""dampak"", ""pasar"", ""presidenprabowo"", ""prabowosubianto"", ""kabinetmerahputih"", ""prabowogibran"", ""dekade08""]",16,"[""presiden"", ""prabowo"", ""subianto"", ""cerita"", ""kali"", ""umum"", ""kabinet"", ""merah"", ""putih"", ""dampak"", ""pasar"", ""presidenprabowo"", ""prabowosubianto"", ""kabinetmerahputih"", ""prabowogibran"", ""dekade08""]",16,netral
Anggota Kabinet Merah Putih siap menggunakan mobil dinas Maung buatan PT Pindad (persero) apabila ada perintah dari Presiden Prabowo Subianto. https://t.co/5Q1z0kRznj,21,anggota kabinet merah putih siap menggunakan mobil dinas maung buatan pt pindad persero apabila ada perintah dari presiden prabowo subianto,20,anggota kabinet merah putih siap menggunakan mobil dinas maung buatan pt pindad persero apabila ada perintah dari presiden prabowo subianto,20,"[""anggota"", ""kabinet"", ""merah"", ""putih"", ""siap"", ""menggunakan"", ""mobil"", ""dinas"", ""maung"", ""buatan"", ""pt"", ""pindad"", ""persero"", ""apabila"", ""ada"", ""perintah"", ""dari"", ""presiden"", ""prabowo"", ""subianto""]",200,"[""anggota"", ""kabinet"", ""merah"", ""putih"", ""mobil"", ""dinas"", ""maung"", ""buatan"", ""pt"", ""pindad"", ""persero"", ""perintah"", ""presiden"", ""prabowo"", ""subianto""]",15,"[""anggota"", ""kabinet"", ""merah"", ""putih"", ""mobil"", ""dinas"", ""maung"", ""buat"", ""pt"", ""pindad"", ""persero"", ""perintah"", ""presiden"", ""prabowo"", ""subianto""]",15,netral
@nurulngalam1 ...Kalo aksi Kamisan gak sengaruh itu bagi Prabowo mustahil kabinet'y gak diisi oleh banyak aktivis 98. Juga gak mungkin Wiranto ambil bagian dalam pemerintahan'y. Persoalan aksi Kamisan gak dihiraukan oleh Jokowi juga Prabowo yah itu soal lain... (`` ),40,nurulngalam1 kalo aksi kamisan gak sengaruh itu bagi prabowo mustahil kabinety gak diisi oleh banyak aktivis 98 juga gak mungkin wiranto ambil bagian dalam pemerintahany persoalan aksi kamisan gak dihiraukan oleh jokowi juga prabowo yah itu soal lain,38,nurulngalam1 kalo aksi kamisan gak sengaruh itu bagi prabowo mustahil kabinety gak diisi oleh banyak aktivis 98 juga gak mungkin wiranto ambil bagian dalam pemerintahany persoalan aksi kamisan gak dihiraukan oleh jokowi juga prabowo yah itu soal lain,38,"[""nurulngalam1"", ""kalo"", ""aksi"", ""kamisan"", ""gak"", ""sengaruh"", ""itu"", ""bagi"", ""prabowo"", ""mustahil"", ""kabinety"", ""gak"", ""diisi"", ""oleh"", ""banyak"", ""aktivis"", ""98"", ""juga"", ""gak"", ""mungkin"", ""wiranto"", ""ambil"", ""bagian"", ""dalam"", ""pemerintahany"", ""persoalan"", ""aksi"", ""kamisan"", ""gak"", ""dihiraukan"", ""oleh"", ""jokowi"", ""juga"", ""prabowo"", ""yah"", ""itu"", ""soal"", ""lain""]",365,"[""nurulngalam1"", ""kalo"", ""aksi"", ""kamisan"", ""gak"", ""sengaruh"", ""prabowo"", ""mustahil"", ""kabinety"", ""gak"", ""diisi"", ""aktivis"", ""98"", ""gak"", ""wiranto"", ""ambil"", ""pemerintahany"", ""aksi"", ""kamisan"", ""gak"", ""dihiraukan"", ""jokowi"", ""prabowo"", ""yah""]",24,"[""nurulngalam1"", ""kalo"", ""aksi"", ""kamis"", ""gak"", ""sengaruh"", ""prabowo"", ""mustahil"", ""kabinety"", ""gak"", ""isi"", ""aktivis"", ""98"", ""gak"", ""wiranto"", ""ambil"", ""pemerintahany"", ""aksi"", ""kamis"", ""gak"", ""hirau"", ""jokowi"", ""prabowo"", ""yah""]",24,negatif
Presiden @prabowo gak main2 bentuk kabinet solid. Program wajib militer di Akmil bikin para menteri jadi tim tangguh siap satu komando &amp; selalu utamakan kepentingan rakyat. @airlangga_hrt @golkar_id @bahlillahadalia @mbahbinong @rahmatsn @JhonSitorus_18 https://t.co/Q7erZHgpLh https://t.co/t6ZC2hLCJE,34,presiden prabowo gak main2 bentuk kabinet solid program wajib militer di akmil bikin para menteri jadi tim tangguh siap satu komando  selalu utamakan kepentingan rakyat airlangga_hrt golkar_id bahlillahadalia mbahbinong rahmatsn jhonsitorus_18,31,presiden prabowo gak main2 bentuk kabinet solid program wajib militer di akmil bikin para menteri jadi tim tangguh siap satu komando selalu utamakan kepentingan rakyat airlangga_hrt golkar_id bahlillahadalia mbahbinong rahmatsn jhonsitorus_18,31,"[""presiden"", ""prabowo"", ""gak"", ""main2"", ""bentuk"", ""kabinet"", ""solid"", ""program"", ""wajib"", ""militer"", ""di"", ""akmil"", ""bikin"", ""para"", ""menteri"", ""jadi"", ""tim"", ""tangguh"", ""siap"", ""satu"", ""komando"", ""selalu"", ""utamakan"", ""kepentingan"", ""rakyat"", ""airlangga_hrt"", ""golkar_id"", ""bahlillahadalia"", ""mbahbinong"", ""rahmatsn"", ""jhonsitorus_18""]",336,"[""presiden"", ""prabowo"", ""gak"", ""main2"", ""bentuk"", ""kabinet"", ""solid"", ""program"", ""wajib"", ""militer"", ""akmil"", ""bikin"", ""menteri"", ""tim"", ""tangguh"", ""komando"", ""utamakan"", ""kepentingan"", ""rakyat"", ""airlangga_hrt"", ""bahlillahadalia"", ""mbahbinong"", ""rahmatsn"", ""jhonsitorus_18""]",24,"[""presiden"", ""prabowo"", ""gak"", ""main2"", ""bentuk"", ""kabinet"", ""solid"", ""program"", ""wajib"", ""militer"", ""akmil"", ""bikin"", ""menteri"", ""tim"", ""tangguh"", ""komando"", ""utama"", ""penting"", ""rakyat"", ""airlangga"", ""hrt"", ""bahlillahadalia"", ""mbahbinong"", ""rahmatsn"", ""jhonsitorus"", ""18""]",26,positif
@democrazymedia Prabowo udah jadi ayam sayur dan boneka nya Jokowi raja bohong kabinet merah pucat cuma kabinet omon-omon doang.,19,democrazymedia prabowo udah jadi ayam sayur dan boneka nya jokowi raja bohong kabinet merah pucat cuma kabinet omonomon doang,19,democrazymedia prabowo udah jadi ayam sayur dan boneka nya jokowi raja bohong kabinet merah pucat cuma kabinet omonomon doang,19,"[""democrazymedia"", ""prabowo"", ""udah"", ""jadi"", ""ayam"", ""sayur"", ""dan"", ""boneka"", ""nya"", ""jokowi"", ""raja"", ""bohong"", ""kabinet"", ""merah"", ""pucat"", ""cuma"", ""kabinet"", ""omonomon"", ""doang""]",183,"[""democrazymedia"", ""prabowo"", ""udah"", ""ayam"", ""sayur"", ""boneka"", ""nya"", ""jokowi"", ""raja"", ""bohong"", ""kabinet"", ""merah"", ""pucat"", ""kabinet"", ""omonomon"", ""doang""]",16,"[""democrazymedia"", ""prabowo"", ""udah"", ""ayam"", ""sayur"", ""boneka"", ""nya"", ""jokowi"", ""raja"", ""bohong"", ""kabinet"", ""merah"", ""pucat"", ""kabinet"", ""omonomon"", ""doang""]",16,negatif
Kumpulan T15 diperinci dalam tempoh sebulan sebelum bentang ke kabinet https://t.co/62qw7S2hNh,11,kumpulan t15 diperinci dalam tempoh sebulan sebelum bentang ke kabinet,10,kumpulan t15 diperinci dalam tempoh sebulan sebelum bentang ke kabinet,10,"[""kumpulan"", ""t15"", ""diperinci"", ""dalam"", ""tempoh"", ""sebulan"", ""sebelum"", ""bentang"", ""ke"", ""kabinet""]",101,"[""kumpulan"", ""t15"", ""diperinci"", ""tempoh"", ""sebulan"", ""bentang"", ""kabinet""]",7,"[""kumpul"", ""t15"", ""perinci"", ""tempoh"", ""bulan"", ""bentang"", ""kabinet""]",7,netral
@Mdy_Asmara1701 Kabinet perlu di ruwatan massal ni...,7,mdy_asmara1701 kabinet perlu di ruwatan massal ni,7,mdy_asmara1701 kabinet perlu di ruwatan massal ni,7,"[""mdy_asmara1701"", ""kabinet"", ""perlu"", ""di"", ""ruwatan"", ""massal"", ""ni""]",71,"[""mdy_asmara1701"", ""kabinet"", ""ruwatan"", ""massal""]",4,"[""mdy"", ""asmara1701"", ""kabinet"", ""ruwat"", ""massal""]",5,netral
Retreat Kabinet Merah Putih Berjalan Lancar PLN Sukses Amankan Listrik Secara Berlapis #RetreatKabinet #PLN #EnergiUntukNegeri #IndonesiaMaju #Urbancitypro #UrbanCity #beritaterkini #beritaterkinihariini https://t.co/5P4pbZhctV,21,retreat kabinet merah putih berjalan lancar pln sukses amankan listrik secara berlapis retreatkabinet pln energiuntuknegeri indonesiamaju urbancitypro urbancity beritaterkini beritaterkinihariini,20,retreat kabinet merah putih berjalan lancar pln sukses amankan listrik secara berlapis retreatkabinet pln energiuntuknegeri indonesiamaju urbancitypro urbancity beritaterkini beritaterkinihariini,20,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""berjalan"", ""lancar"", ""pln"", ""sukses"", ""amankan"", ""listrik"", ""secara"", ""berlapis"", ""retreatkabinet"", ""pln"", ""energiuntuknegeri"", ""indonesiamaju"", ""urbancitypro"", ""urbancity"", ""beritaterkini"", ""beritaterkinihariini""]",256,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""berjalan"", ""lancar"", ""sukses"", ""amankan"", ""listrik"", ""berlapis"", ""retreatkabinet"", ""energiuntuknegeri"", ""indonesiamaju"", ""urbancitypro"", ""urbancity"", ""beritaterkini"", ""beritaterkinihariini""]",17,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""jalan"", ""lancar"", ""sukses"", ""aman"", ""listrik"", ""lap"", ""retreatkabinet"", ""energiuntuknegeri"", ""indonesiamaju"", ""urbancitypro"", ""urbancity"", ""beritaterkini"", ""beritaterkinihariini""]",17,positif
Struktur organisasi kementerian Kabinet Merah-Putih selesai pada November https://t.co/4d8RUbou5h,9,struktur organisasi kementerian kabinet merahputih selesai pada november,8,struktur organisasi kementerian kabinet merahputih selesai pada november,8,"[""struktur"", ""organisasi"", ""kementerian"", ""kabinet"", ""merahputih"", ""selesai"", ""pada"", ""november""]",97,"[""struktur"", ""organisasi"", ""kementerian"", ""kabinet"", ""merahputih"", ""selesai"", ""november""]",7,"[""struktur"", ""organisasi"", ""menteri"", ""kabinet"", ""merahputih"", ""selesai"", ""november""]",7,netral
Lewat wajib militer di Magelang para menteri belajar soal disiplin &amp; kekompakan. Di bwh arahan Presiden @prabowo kabinet ini siap satu komando &amp; kerja maksimal untk rakyat Indonesia. @airlangga_hrt @bahlillahadalia @Imade_kun @Tan_Mar3M @macaroonbyun https://t.co/DQswVDhr8C https://t.co/PIpelz9UpH,35,lewat wajib militer di magelang para menteri belajar soal disiplin  kekompakan di bwh arahan presiden prabowo kabinet ini siap satu komando  kerja maksimal untk rakyat indonesia airlangga_hrt bahlillahadalia imade_kun tan_mar3m macaroonbyun,31,lewat wajib militer di magelang para menteri belajar soal disiplin kekompakan di bwh arahan presiden prabowo kabinet ini siap satu komando kerja maksimal untk rakyat indonesia airlangga_hrt bahlillahadalia imade_kun tan_mar3m macaroonbyun,31,"[""lewat"", ""wajib"", ""militer"", ""di"", ""magelang"", ""para"", ""menteri"", ""belajar"", ""soal"", ""disiplin"", ""kekompakan"", ""di"", ""bwh"", ""arahan"", ""presiden"", ""prabowo"", ""kabinet"", ""ini"", ""siap"", ""satu"", ""komando"", ""kerja"", ""maksimal"", ""untk"", ""rakyat"", ""indonesia"", ""airlangga_hrt"", ""bahlillahadalia"", ""imade_kun"", ""tan_mar3m"", ""macaroonbyun""]",332,"[""wajib"", ""militer"", ""magelang"", ""menteri"", ""belajar"", ""disiplin"", ""kekompakan"", ""bwh"", ""arahan"", ""presiden"", ""prabowo"", ""kabinet"", ""komando"", ""kerja"", ""maksimal"", ""untk"", ""rakyat"", ""indonesia"", ""airlangga_hrt"", ""bahlillahadalia"", ""imade_kun"", ""tan_mar3m"", ""macaroonbyun""]",23,"[""wajib"", ""militer"", ""magelang"", ""menteri"", ""ajar"", ""disiplin"", ""kompak"", ""bwh"", ""arah"", ""presiden"", ""prabowo"", ""kabinet"", ""komando"", ""kerja"", ""maksimal"", ""untk"", ""rakyat"", ""indonesia"", ""airlangga"", ""hrt"", ""bahlillahadalia"", ""imade"", ""kun"", ""tan"", ""mar3m"", ""macaroonbyun""]",26,positif
Di Akmil Magelang Presiden @prabowo beri pembekalan wajib militer buat para menteri. Disiplin patriotisme &amp; kekompakan ditanamkan biar kabinet solid kerja bareng demi satu tujuan untuk bangsa. @airlangga_hrt @golkar_id @bahlillahadalia https://t.co/Q7erZHgpLh https://t.co/WBbCNAOHge,32,di akmil magelang presiden prabowo beri pembekalan wajib militer buat para menteri disiplin patriotisme  kekompakan ditanamkan biar kabinet solid kerja bareng demi satu tujuan untuk bangsa airlangga_hrt golkar_id bahlillahadalia,29,di akmil magelang presiden prabowo beri pembekalan wajib militer buat para menteri disiplin patriotisme kekompakan ditanamkan biar kabinet solid kerja bareng demi satu tujuan untuk bangsa airlangga_hrt golkar_id bahlillahadalia,29,"[""di"", ""akmil"", ""magelang"", ""presiden"", ""prabowo"", ""beri"", ""pembekalan"", ""wajib"", ""militer"", ""buat"", ""para"", ""menteri"", ""disiplin"", ""patriotisme"", ""kekompakan"", ""ditanamkan"", ""biar"", ""kabinet"", ""solid"", ""kerja"", ""bareng"", ""demi"", ""satu"", ""tujuan"", ""untuk"", ""bangsa"", ""airlangga_hrt"", ""golkar_id"", ""bahlillahadalia""]",315,"[""akmil"", ""magelang"", ""presiden"", ""prabowo"", ""pembekalan"", ""wajib"", ""militer"", ""menteri"", ""disiplin"", ""patriotisme"", ""kekompakan"", ""ditanamkan"", ""biar"", ""kabinet"", ""solid"", ""kerja"", ""bareng"", ""tujuan"", ""bangsa"", ""airlangga_hrt"", ""bahlillahadalia""]",21,"[""akmil"", ""magelang"", ""presiden"", ""prabowo"", ""bekal"", ""wajib"", ""militer"", ""menteri"", ""disiplin"", ""patriotisme"", ""kompak"", ""tanam"", ""biar"", ""kabinet"", ""solid"", ""kerja"", ""bareng"", ""tuju"", ""bangsa"", ""airlangga"", ""hrt"", ""bahlillahadalia""]",22,positif
Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi mengatakan Presiden Prabowo Subianto telah mempersiapkan kegiatan retret kabinet di Akademi Militer Magelang Jawa Tengah sejak sebulan sebelum dilantik sebagai Kepala Negara. #prabowosubianto #presidenprabowo #hasannasbi https://t.co/KLEuXGqzcd,32,kepala kantor komunikasi kepresidenan hasan nasbi mengatakan presiden prabowo subianto telah mempersiapkan kegiatan retret kabinet di akademi militer magelang jawa tengah sejak sebulan sebelum dilantik sebagai kepala negara prabowosubianto presidenprabowo hasannasbi,31,kepala kantor komunikasi kepresidenan hasan nasbi mengatakan presiden prabowo subianto telah mempersiapkan kegiatan retret kabinet di akademi militer magelang jawa tengah sejak sebulan sebelum dilantik sebagai kepala negara prabowosubianto presidenprabowo hasannasbi,31,"[""kepala"", ""kantor"", ""komunikasi"", ""kepresidenan"", ""hasan"", ""nasbi"", ""mengatakan"", ""presiden"", ""prabowo"", ""subianto"", ""telah"", ""mempersiapkan"", ""kegiatan"", ""retret"", ""kabinet"", ""di"", ""akademi"", ""militer"", ""magelang"", ""jawa"", ""tengah"", ""sejak"", ""sebulan"", ""sebelum"", ""dilantik"", ""sebagai"", ""kepala"", ""negara"", ""prabowosubianto"", ""presidenprabowo"", ""hasannasbi""]",360,"[""kepala"", ""kantor"", ""komunikasi"", ""kepresidenan"", ""hasan"", ""nasbi"", ""presiden"", ""prabowo"", ""subianto"", ""kegiatan"", ""retret"", ""kabinet"", ""akademi"", ""militer"", ""magelang"", ""jawa"", ""sebulan"", ""dilantik"", ""kepala"", ""negara"", ""prabowosubianto"", ""presidenprabowo"", ""hasannasbi""]",23,"[""kepala"", ""kantor"", ""komunikasi"", ""presiden"", ""hasan"", ""nasbi"", ""presiden"", ""prabowo"", ""subianto"", ""giat"", ""retret"", ""kabinet"", ""akademi"", ""militer"", ""magelang"", ""jawa"", ""bulan"", ""lantik"", ""kepala"", ""negara"", ""prabowosubianto"", ""presidenprabowo"", ""hasannasbi""]",23,netral
