Tweet,Sentimen,Tweet Length,Tokens,Label_Encoded
supaya prabowo bisa memiliki kabinet yang lebih solid dan dan kompak tidak hanya upacara hingga arahan dari prabowo dalam acara ini juga ada pembekalan yang diberikan dari pemateri untuk para menteri terkait penegakan hukum korupsi hingga ekonomi,1,37,"['prabowo', 'milik', 'kabinet', 'solid', 'kompak', 'upacara', 'arah', 'prabowo', 'acara', 'bekal', 'materi', 'menteri', 'kait', 'tega', 'hukum', 'korupsi', 'ekonomi']",2
bagi kabinet merah putih membentuk dan menciptakan para anggotanya menjadi super team untuk dapat memecahkan berbagai masalah negara,1,18,"['kabinet', 'merah', 'putih', 'bentuk', 'cipta', 'anggota', 'super', 'team', 'pecah', 'negara']",2
menteri perlindungan pekerja migran indonesiakepala badan perlindungan pekerja migran indonesia abdul kadir karding mengungkap presiden prabowo subianto membiayai kegiatan retreat kabinet merah putih itu dengan uang pribadi,0,27,"['menteri', 'lindung', 'kerja', 'migran', 'indonesiakepala', 'badan', 'lindung', 'kerja', 'migran', 'indonesia', 'abdul', 'kadir', 'karding', 'ungkap', 'presiden', 'prabowo', 'subianto', 'biaya', 'giat', 'retreat', 'kabinet', 'merah', 'putih', 'uang', 'pribadi']",1
hasan menyampaikan retreat kabinet merah putih disiapkan langsung oleh prabowo persiapan dilakukan selama sebulan,0,14,"['hasan', 'retreat', 'kabinet', 'merah', 'putih', 'siap', 'langsung', 'prabowo', 'siap', 'bulan']",1
hal itu disampaikan kepala kantor komunikasi kepresidenan hasan nasbi menurut dia retreat kabinet merah putih sama sekali tidak menggunakan uang pemerintah,0,21,"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'retreat', 'kabinet', 'merah', 'putih', 'uang', 'perintah']",1
para menteri dan pejabat eselon i di kabinet merah putih diharuskan mengganti kendaraan dinasnya dari mobil impor ke kendaraan buatan dalam negeri,0,22,"['menteri', 'jabat', 'eselon', 'i', 'kabinet', 'merah', 'putih', 'harus', 'ganti', 'kendara', 'dinas', 'mobil', 'impor', 'kendara', 'buat', 'negeri']",1
 prettt yg paling ngaku cinta negara justru yg korupsi kabinet obesitas itu hanya untuk bagi jabatan ajaujung rakyat yg di buat menderita,-1,34,"['prettt', 'ngaku', 'cinta', 'negara', 'korupsi', 'kabinet', 'obesitas', 'jabat', 'ajaujung', 'rakyat', 'derita']",0
 yg parah itu didik kabinet pakai dana pribadinya eh menterinya nanti malah korupsi incar dana apbn nelongso,-1,18,"['parah', 'didik', 'kabinet', 'pakai', 'dana', 'pribadi', 'eh', 'menteri', 'korupsi', 'incar', 'dana', 'apbn', 'nelongso']",0
 ini acara yg sifatnya mendukung presiden amp kabinet agar siap kerja efektif dan tdk semua kegiatan harus pake apbn justru karena pake dana pribadi beban negara berkurang lain cerita kalau hasilnya g jelas ini udah ada output ke publik kok,1,44,"['acara', 'sifat', 'dukung', 'presiden', 'amp', 'kabinet', 'kerja', 'efektif', 'giat', 'apbn', 'dana', 'pribadi', 'beban', 'negara', 'kurang', 'cerita', 'hasil', 'g', 'udah', 'output', 'publik']",2
presiden prabowo subianto beserta wakil presiden gibran rakabuming raka serta jajaran kabinet merah putih bertolak kembali ke jakarta hal ini disampaikan menteri sekretaris negara prasetyo hadi,0,26,"['presiden', 'prabowo', 'subianto', 'serta', 'wakil', 'presiden', 'gibran', 'rakabuming', 'raka', 'jajar', 'kabinet', 'merah', 'putih', 'tolak', 'jakarta', 'menteri', 'sekretaris', 'negara', 'prasetyo', 'had']",1
 hrs dicek mendadak misal saat akan setelah rapat kabinet,-1,13,"['hrs', 'cek', 'dadak', 'rapat', 'kabinet']",0
kementerian panrb mengungkap nasib asn kemenko marves yang terdampak perubahan kabinet ,-1,13,"['menteri', 'panrb', 'ungkap', 'nasib', 'asn', 'kemenko', 'marves', 'dampak', 'ubah', 'kabinet']",0
panglima tni jenderal tni agus subiyanto mengungkapkan bahwa presiden prabowo subianto berpesan kepadanya dan seluruh jajaran kabinet merah putih untuk tidak mainmain dalam bekerja lt ,0,29,"['panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'presiden', 'prabowo', 'subianto', 'pesan', 'jajar', 'kabinet', 'merah', 'putih', 'mainmain', 'lt']",1
 titipannya mulyono kabinet secondzeken let see akan bernasib sama atau lebih apes dari yassin limpo yang terbuai oleh dibebaskan pake uang kementerian sementara zulhas dibebaskan nepotis buat anak dan iparnya aamiin ,-1,33,"['titip', 'mulyono', 'kabinet', 'secondzeken', 'let', 'see', 'nasib', 'apes', 'yassin', 'limpo', 'buai', 'bebas', 'uang', 'menteri', 'zulhas', 'bebas', 'nepotis', 'anak', 'ipar', 'aamiin']",0
presiden prabowo subianto berharap seluruh menteri dan pejabat eselon i di kabinet merah putih untuk beralih menggunakan mobil dinas buatan dalam negeri kebijakan ini rencananya akan mulai diterapkan pada minggu depan selengkapnya ,0,34,"['presiden', 'prabowo', 'subianto', 'harap', 'menteri', 'jabat', 'eselon', 'i', 'kabinet', 'merah', 'putih', 'alih', 'mobil', 'dinas', 'buat', 'negeri', 'bijak', 'rencana', 'terap', 'minggu', 'lengkap']",1
pengamat sebut pelatihan di magelang tanda keseriusan prabowo dalam memimpin kabinet ,1,17,"['amat', 'latih', 'magelang', 'tanda', 'serius', 'prabowo', 'pimpin', 'kabinet']",2
kabinet merah putih di era prabowo subianto memiliki kementerian ,0,11,"['kabinet', 'merah', 'putih', 'era', 'prabowo', 'subianto', 'milik', 'menteri']",1
 inilah lidah yg sakit hati yg tak punya kesempatan tuk ikut di kabinet merah putih,-1,16,"['lidah', 'sakit', 'hati', 'sempat', 'tuk', 'kabinet', 'merah', 'putih']",0
prabowo diharapkan wujudkan janji reformasi rocky gerung publik pantau gerak kabinet merah putih ,-1,14,"['prabowo', 'harap', 'wujud', 'janji', 'reformasi', 'rocky', 'gerung', 'publik', 'pantau', 'gerak', 'kabinet', 'merah', 'putih']",0
usai pembekalan di magelang apa gebrakan menteri kabinet merah putih dalam hari pertama ,0,15,"['bekal', 'magelang', 'gebrak', 'menteri', 'kabinet', 'merah', 'putih']",1
 programprogram kabinet merah putih beneran bikin hidup kita lebih baik,1,11,"['programprogram', 'kabinet', 'merah', 'putih', 'beneran', 'bikin', 'hidup']",2
sempet denger zaken kabinet dari jurnalnya yujiem tapi kenapa yg rame sekarang jadi seken ini gimana ceritanya sih apa bedanya zaken dgn seken ada yg tau nggak ,-1,29,"['sempet', 'denger', 'zaken', 'kabinet', 'jurnal', 'yujiem', 'rame', 'ken', 'gimana', 'cerita', 'beda', 'zaken', 'ken']",0
retreat kabinet di magelang lancar berkat dukungan penuh pln yang sigap sistem pengamanannya bikin event ini bebas dari kendala listrik sukses terus pln ,0,24,"['retreat', 'kabinet', 'magelang', 'lancar', 'berkat', 'dukung', 'penuh', 'sigap', 'sistem', 'aman', 'bikin', 'event', 'bebas', 'kendala', 'listrik', 'sukses']",1
istana menegaskan presiden prabowo subianto memberikan arahan kepada seluruh menteri dan pejabat kabinet lain untuk menggunakan mobil dinas maung buatan pt pindad ,0,24,"['istana', 'presiden', 'prabowo', 'subianto', 'arah', 'menteri', 'jabat', 'kabinet', 'mobil', 'dinas', 'maung', 'buat', 'pt', 'pindad']",1
sesuai dengan definisinya ps atas kabinet zaken ternyata ,-1,9,"['sesuai', 'definisi', 'ps', 'kabinet', 'zaken']",0
 kan ada wa grup untuk luculucuan pesertanya sebagian anggota kabinet pulak,-1,13,"['wa', 'grup', 'luculucuan', 'serta', 'anggota', 'kabinet', 'pulak']",0
letjen tni purnawirawan anto mukti putranto adalah salah satu anggota kabinet merah putih yang memiliki hobi unik dan tergolong ekstrem yakni offroad ,0,23,"['letjen', 'tni', 'purnawirawan', 'anto', 'mukti', 'putranto', 'salah', 'anggota', 'kabinet', 'merah', 'putih', 'milik', 'hobi', 'unik', 'golong', 'ekstrem', 'offroad']",1
anggota kabinet diwajibkan presd baru pake mobil dinas buatan pindad mobil impor no more ketampol lg mulyono n esemka,-1,19,"['anggota', 'kabinet', 'wajib', 'presd', 'mobil', 'dinas', 'buat', 'pindad', 'mobil', 'impor', 'no', 'more', 'ketampol', 'lg', 'mulyono', 'esemka']",0
hebat banget pln yang berhasil jaga stabilitas listrik di acara kabinet di magelang kalau kayak gini terus kita pasti lebih tenang good job ,1,24,"['hebat', 'banget', 'hasil', 'jaga', 'stabilitas', 'listrik', 'acara', 'kabinet', 'magelang', 'kayak', 'tenang', 'good', 'job']",2
menteri esdm bahlil lahadalia hanya tidur dua jam sehari saat retret kabinet di akmil magelang ,0,21,"['menteri', 'esdm', 'bahlil', 'lahadalia', 'tidur', 'jam', 'hari', 'retret', 'kabinet', 'akmil', 'magelang']",1
retreat kabinet di magelang sukses besar tanpa hambatan listrik thanks to pln pengamanan berlapisnya bikin acara penting kayak gini jadi lebih aman mantap pln ,1,25,"['retreat', 'kabinet', 'magelang', 'sukses', 'hambat', 'listrik', 'thanks', 'to', 'aman', 'lap', 'bikin', 'acara', 'kayak', 'aman', 'mantap']",2
 kok bisa nya dipilih jadi mentri benar ga habis pikir dengan kabinet merah putih dikira akan lebih baik ternyata oh ternyata,-1,21,"['nya', 'pilih', 'tri', 'habis', 'pikir', 'kabinet', 'merah', 'putih', 'oh']",0
 program digitalisasi makin terasa terima kasih kabinet merah putih,1,10,"['program', 'digitalisasi', 'terima', 'kasih', 'kabinet', 'merah', 'putih']",2
wow anggaran untuk gaji pejabat kabinet merah putih naik persen dari periode sebelumnya ,1,15,"['wow', 'anggar', 'gaji', 'jabat', 'kabinet', 'merah', 'putih', 'persen', 'periode']",2
panglima tni retreat kabinet untuk samakan visi misi dan jangan korupsi ,0,12,"['panglima', 'tni', 'retreat', 'kabinet', 'sama', 'visi', 'misi', 'korupsi']",1
 layanan kesehatan mental mulai mendapat perhatian top banget kabinet merah putih,1,12,"['layan', 'sehat', 'mental', 'perhati', 'top', 'banget', 'kabinet', 'merah', 'putih']",2
 apresiasi buat kabinet yang ngasih perhatian besar buat umkm,1,10,"['apresiasi', 'kabinet', 'ngasih', 'perhati', 'umkm']",2
 memang harusnya seperti itu sekarang banyak penghianat dulu menghina dan loyal membela jokowi skrg msk kabinet prabowo bagai duri dalam daging ingat prabowo itu ahli kontra intelijen analisanya jago membentuk gultor ,-1,33,"['penghianat', 'hina', 'loyal', 'bela', 'jokowi', 'msk', 'kabinet', 'prabowo', 'duri', 'daging', 'prabowo', 'ahli', 'kontra', 'intelijen', 'analisanya', 'jago', 'bentuk', 'gultor']",0
kabinet merah putih terdiri dari kementerian dengan kemenko kementerian tetap kementerian yang berubah nomenklatur atau pergeseran tugas serta kementerian dengan perubahan nomenklatur ,0,28,"['kabinet', 'merah', 'putih', 'menteri', 'kemenko', 'menteri', 'menteri', 'ubah', 'nomenklatur', 'geser', 'tugas', 'menteri', 'ubah', 'nomenklatur']",1
prabowo larang menteri amp eselon i pakai mobil impor harus buatan pindad presiden prabowo ingin semua menteri dan pejabat eselon i dalam kabinet merah putih pakai mobil dinas buatan produk dalam negeri mulai minggu depan mantap ,0,37,"['prabowo', 'larang', 'menteri', 'amp', 'eselon', 'i', 'pakai', 'mobil', 'impor', 'buat', 'pindad', 'presiden', 'prabowo', 'menteri', 'jabat', 'eselon', 'i', 'kabinet', 'merah', 'putih', 'pakai', 'mobil', 'dinas', 'buat', 'produk', 'negeri', 'minggu', 'mantap']",1
presiden ri prabowo subianto baru saja melantik orang untuk mengisi kabinet merah putih periode dalam pengumuman yang dilakukan pada awal pekan ini prabowo memperkenalkan nama menteri pejabat yang tidak berada di bawah kementerian koordinator serta wakil ,0,42,"['presiden', 'prabowo', 'subianto', 'lantik', 'orang', 'isi', 'kabinet', 'merah', 'putih', 'periode', 'umum', 'pekan', 'prabowo', 'kenal', 'nama', 'menteri', 'jabat', 'menteri', 'koordinator', 'wakil']",1
 ini yang pada bilang serba salah emanng pada ga mikir ya kalau acara ini pake duit pribadi brarti acara ini ga bisa dipertanggungjawabkan kegiatannyaacara pribadi kalau ini memang acara pribadi brarti jatuhnya kabinet pada cuti semua dong,-1,40,"['bilang', 'serba', 'salah', 'emanng', 'mikir', 'acara', 'duit', 'pribadi', 'brarti', 'acara', 'dipertanggungjawabkan', 'kegiatannyaacara', 'pribadi', 'acara', 'pribadi', 'brarti', 'jatuh', 'kabinet', 'cuti']",0
 kalau gw sih berharap ps cut off mulyono si mul ini odgj gak bisa dihadapi dgn normatif bersihkan kabinet dari mul basmi korupsi yakin rakyat akan total memdukung,-1,31,"['harap', 'ps', 'cut', 'off', 'mulyono', 'mul', 'odgj', 'gak', 'hadap', 'normatif', 'sih', 'kabinet', 'mul', 'basmi', 'korupsi', 'rakyat', 'total', 'memdukung']",0
 senang lihat kebijakan yang ramah lingkungan dari kabinet ini,1,10,"['senang', 'lihat', 'bijak', 'ramah', 'lingkung', 'kabinet']",2
 zon kalau dulu ada kabinet rasa kolam sekarang sudah diganti ya kabinet rasa barak ,-1,16,"['zon', 'kabinet', 'kolam', 'ganti', 'kabinet', 'barak']",0
presiden prabowo subianto membiayai seluruh kegiatan retret kabinet merah putih di akademi militer akmil magelang jawa tengah dengan uang pribadi dalam kegiatan ini orientasi pemerintahan prabowogibran adalah mengenai kesejahteraan rakyat dan kemandirian bangsa ,0,35,"['presiden', 'prabowo', 'subianto', 'biaya', 'giat', 'retret', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'akmil', 'magelang', 'jawa', 'uang', 'pribadi', 'giat', 'orientasi', 'perintah', 'prabowogibran', 'sejahtera', 'rakyat', 'mandiri', 'bangsa']",1
ini prinsip presiden prabowo subianto hal itu diungkapkan dalam wawancara ekslusif ketika di lembah tidar bersama kabinet merah putih ,0,25,"['prinsip', 'presiden', 'prabowo', 'subianto', 'wawancara', 'ekslusif', 'lembah', 'tidar', 'kabinet', 'merah', 'putih']",1
 mungkin pasar bisa membaca bhw kabinet prabowo kabinet gimmick berbasis insting visi amp design ekonomi gak jelas renstra utk industri teknologi pendidikan nol besar ditengah ecosystem politik amp hukum yg memprihatinkan,-1,36,"['pasar', 'baca', 'bhw', 'kabinet', 'prabowo', 'kabinet', 'gimmick', 'bas', 'insting', 'visi', 'amp', 'design', 'ekonomi', 'gak', 'renstra', 'industri', 'teknologi', 'didik', 'nol', 'tengah', 'ecosystem', 'politik', 'amp', 'hukum', 'prihatin']",0
dipaksa ditodong jadi pegawai kabinet kan gamau mending join sini aja,-1,11,"['paksa', 'todong', 'pegawai', 'kabinet', 'gamau', 'mending', 'join']",0
simak laporan utama tempo pekan ini selengkapnya di pemain lama kabinet baru ,-1,14,"['simak', 'lapor', 'utama', 'tempo', 'pekan', 'lengkap', 'main', 'kabinet']",0
ketua harian gerindra sufmi dasco ahmad mengatakan para menteri kabinet prabowo subianto sudah melewati uji kepatutan dan kelayakan dasco mengklaim tidak ada menteri prabowo yang bermasalah fakta menunjukkan sebaliknya ,0,31,"['ketua', 'hari', 'gerindra', 'sufmi', 'dasco', 'ahmad', 'menteri', 'kabinet', 'prabowo', 'subianto', 'lewat', 'uji', 'patut', 'layak', 'dasco', 'klaim', 'menteri', 'prabowo', 'masalah', 'fakta']",1
para menteri siap pakai mobil dinas maung pindad jika diperintah presiden prabowo subianto anggota kabinet merah putih siap menggunakan mobil dinas maung buatan pt pindad persero apabila ada perintah dari presiden prabowo subianto ya kalau kita kami diperintah kita ,0,40,"['menteri', 'pakai', 'mobil', 'dinas', 'maung', 'pindad', 'perintah', 'presiden', 'prabowo', 'subianto', 'anggota', 'kabinet', 'merah', 'putih', 'mobil', 'dinas', 'maung', 'buat', 'pt', 'pindad', 'persero', 'perintah', 'presiden', 'prabowo', 'subianto', 'perintah']",1
bersatu kompak kabinet merah putih membangun indonesia ,1,10,"['satu', 'kompak', 'kabinet', 'merah', 'putih', 'bangun', 'indonesia']",2
 dukungan bagi para pelaku seni dan budaya semakin meningkat terima kasih kabinet,1,13,"['dukung', 'laku', 'seni', 'budaya', 'tingkat', 'terima', 'kasih', 'kabinet']",2
pln sukses amankan listrik secara berlapis pada retreat kabinet di magelang ,1,14,"['sukses', 'aman', 'listrik', 'lap', 'retreat', 'kabinet', 'magelang']",2
 perlu diketahui pak presidenaparat hukum yang tidak mau memberantas judi online tersebut sekarang ada di kabinet bapak,-1,18,"['presidenaparat', 'hukum', 'berantas', 'judi', 'online', 'kabinet']",0
jangan tanyakan apa yang negara berikan kepadamu tapi tanyakan apa yang kamu berikan kepada negaramu jfk salahkah seorang prabowo subianto mengeluarkan uang pribadinya untuk mengadakan retret para anggota kabinet merah putih yang dipimpinnya apakah salah niat tulus yang ,1,39,"['negara', 'kepada', 'negara', 'jfk', 'salah', 'prabowo', 'subianto', 'keluar', 'uang', 'pribadi', 'ada', 'retret', 'anggota', 'kabinet', 'merah', 'putih', 'pimpin', 'salah', 'niat', 'tulus']",2
 keren pelayanan publik makin cepat dan efisien kabinet benerbener bekerja nyata,1,12,"['keren', 'layan', 'publik', 'cepat', 'efisien', 'kabinet', 'benerbener', 'nyata']",2
srikandi gerindra ini menyampaikan kolaborasi antar berbagai pemangku kepentingan penting untuk mencapai target swasembada pangan yang menjadi salah satu visi partai gerindra dan kabinet merah putih,1,26,"['srikandi', 'gerindra', 'kolaborasi', 'mang', 'penting', 'capai', 'target', 'swasembada', 'pangan', 'salah', 'visi', 'partai', 'gerindra', 'kabinet', 'merah', 'putih']",2
ada mayor bobby kertanegara ,1,4,"['mayor', 'bobby', 'kertanegara']",2
 dimulai dari penyusunan kabinet,0,5,"['susun', 'kabinet']",1
semoga wujud apresiasi dapat meningkatkan produktivitas staff agar lebih bersemangat untuk menjalankan tugas dan kewajiban di bulan selanjutnya serta dapat memotivasi semangat kepada staff bem fisip upn veteran yogyakarta ,0,32,"['moga', 'wujud', 'apresiasi', 'tingkat', 'produktivitas', 'staff', 'semangat', 'jalan', 'tugas', 'wajib', 'motivasi', 'semangat', 'staff', 'bem', 'fisip', 'upn', 'veteran', 'yogyakarta']",1
 terima kasih kabinet merah putih pendidikan makin mudah diakses,1,10,"['terima', 'kasih', 'kabinet', 'merah', 'putih', 'didik', 'mudah', 'akses']",2
 dari segi pendidikan programprogram yang diusung kabinet ini bikin generasi kita makin cemerlang,1,14,"['segi', 'didik', 'programprogram', 'usung', 'kabinet', 'bikin', 'generasi', 'cemerlang']",2
 kabinet ini peduli pada pengembangan teknologi yang berkelanjutan,1,9,"['kabinet', 'peduli', 'kembang', 'teknologi', 'lanjut']",2
 makin percaya sama kabinet merah putih banyak perubahan positif di bidang ekonomi,1,13,"['percaya', 'kabinet', 'merah', 'putih', 'ubah', 'positif', 'bidang', 'ekonomi']",2
 menariknya sudah dua hal yg bicara hasim dr partai nih bykan dr kabinet kira spt apa pusat kekuasaannya hubungan hasim dg mulfufufafa gimana ya,-1,25,"['tarik', 'bicara', 'hasim', 'partai', 'bykan', 'kabinet', 'pusat', 'kuasa', 'hubung', 'hasim', 'mulfufufafa', 'gimana']",0
isu masuk kabinet prabowo di pertengahan jalan nasdem kami punya komitmen politik ,0,13,"['isu', 'masuk', 'kabinet', 'prabowo', 'tengah', 'jalan', 'nasdem', 'komitmen', 'politik']",1
empat pr berat menteri pendidikan kabinet prabowo okky madasari zonasi hingga nasib guru ,0,14,"['pr', 'berat', 'menteri', 'didik', 'kabinet', 'prabowo', 'okky', 'madasari', 'zonasi', 'nasib', 'guru']",1
 tolong sampaikan ke pak prabowo kabinet seken nya jokowi jangan di pake lagi lah mereka tu benalu,-1,19,"['tolong', 'prabowo', 'kabinet', 'ken', 'nya', 'jokowi', 'benalu']",0
 kerasa banget perubahan di lapangan kabinet merah putih emang beneran fokus sama rakyat kecil sukses terus,1,17,"['rasa', 'banget', 'ubah', 'lapang', 'kabinet', 'merah', 'putih', 'emang', 'beneran', 'fokus', 'rakyat', 'sukses']",2
 pertumbuhan ekonomi kita makin terasa stabil kabinet kerja keras banget,1,11,"['tumbuh', 'ekonomi', 'stabil', 'kabinet', 'kerja', 'keras', 'banget']",2
 alkhamdulilah ini baru presiden kita yg tegas semogalah amanatnya di tegakkan sesuai dg arahan di kabinet merah putih,1,19,"['alkhamdulilah', 'presiden', 'moga', 'amanat', 'tegak', 'sesuai', 'arah', 'kabinet', 'merah', 'putih']",2
