Tweet,Sentimen,Tweet Length,Tokens
 sepenting itu yah sampe rekonsiliasi nya masuk dalam kabinet syarat wiranto jangan berisik lagi ini apalagi loe bawabawa dosa waris,negatif,21,"['sepenting', 'itu', 'yah', 'sampe', 'rekonsiliasi', 'nya', 'masuk', 'dalam', 'kabinet', 'syarat', 'wiranto', 'jangan', 'berisik', 'lagi', 'ini', 'apalagi', 'loe', 'bawabawa', 'dosa', 'waris']"
csis soal prabowo ajak partai gurem masuk kabinet tak ingin ada yang ganggu stabilitas politik ,netral,16,"['csis', 'soal', 'prabowo', 'ajak', 'partai', 'gurem', 'masuk', 'kabinet', 'tak', 'ingin', 'ada', 'yang', 'ganggu', 'stabilitas', 'politik']"
 sepenting rapat kabinet gak,negatif,5,"['sepenting', 'rapat', 'kabinet', 'gak']"
bkn sebut asn dan pppk akan dialihkan imbas perubahan nomenklatur kabinet merah putih ,netral,16,"['bkn', 'sebut', 'asn', 'dan', 'pppk', 'akan', 'dialihkan', 'imbas', 'perubahan', 'nomenklatur', 'kabinet', 'merah', 'putih']"
tibatiba saja terlintas dibenak saya kalau kedepan akan heboh oleh kejadian di pemerintahan reshufle total prabowo amp tim akan merombak kabinet yg namanya sudah disiapkan sejak awal fufufafa akan diganti oleh rival kemungkinan arb yg akan masuk,negatif,40,"['tibatiba', 'saja', 'terlintas', 'dibenak', 'saya', 'kalau', 'kedepan', 'akan', 'heboh', 'oleh', 'kejadian', 'di', 'pemerintahan', 'reshufle', 'total', 'prabowo', 'amp', 'tim', 'akan', 'merombak', 'kabinet', 'yg', 'namanya', 'sudah', 'disiapkan', 'sejak', 'awal', 'fufufafa', 'akan', 'diganti', 'oleh', 'rival', 'kemungkinan', 'arb', 'yg', 'akan', 'masuk']"
 sektor pertanian makin maju salut buat perhatian kabinet,positif,9,"['sektor', 'pertanian', 'makin', 'maju', 'salut', 'buat', 'perhatian', 'kabinet']"
pertanyaan kuis arisan hari ini pesertanya mahasiswa sebutkan nama menteri kabinet merah putih yusril terus sebelahnya jawab raffi ahmad giring nidji sebutkan pahlawan wanita indonesia ra kartini megawati real indonesia cemas,positif,35,"['pertanyaan', 'kuis', 'arisan', 'hari', 'ini', 'pesertanya', 'mahasiswa', 'sebutkan', 'nama', 'menteri', 'kabinet', 'merah', 'putih', 'yusril', 'terus', 'sebelahnya', 'jawab', 'raffi', 'ahmad', 'giring', 'nidji', 'sebutkan', 'pahlawan', 'wanita', 'indonesia', 'ra', 'kartini', 'megawati', 'real', 'indonesia', 'cemas']"
 diduga stres berat karena tidak dipanggil masuk kabinet ,negatif,10,"['diduga', 'stres', 'berat', 'karena', 'tidak', 'dipanggil', 'masuk', 'kabinet']"
perpres kabinet prabowogibran tni polri dn kejagung di bawah budi gunawan ,positif,12,"['perpres', 'kabinet', 'prabowogibran', 'tni', 'polri', 'dn', 'kejagung', 'di', 'bawah', 'budi', 'gunawan']"
media partner bem km fmipa unand x bem km faterna unand halo km fmipa unand seminar ruang desain seminar ruang desain merupakan salah satu program kerja dari dinas komunikasi dan informasi bem km faterna unand salam kabinet inisiatif ,netral,39,"['media', 'partner', 'bem', 'km', 'fmipa', 'unand', 'x', 'bem', 'km', 'faterna', 'unand', 'halo', 'km', 'fmipa', 'unand', 'seminar', 'ruang', 'desain', 'seminar', 'ruang', 'desain', 'merupakan', 'salah', 'satu', 'program', 'kerja', 'dari', 'dinas', 'komunikasi', 'dan', 'informasi', 'bem', 'km', 'faterna', 'unand', 'salam', 'kabinet', 'inisiatif']"
presiden prabowo berikan pengarahan kepada kabinet merah putih bahas pembangunan ikn ,netral,13,"['presiden', 'prabowo', 'berikan', 'pengarahan', 'kepada', 'kabinet', 'merah', 'putih', 'bahas', 'pembangunan', 'ikn']"
usai pembekalan kabinet merah putih di magelang jawa tengah mari kita pantau bersama kegiatan menteri kependudukan dan pembangunan keluarga yang diikuti oleh korespondensi cnn indonesia novanaya antaka pada hari ini ,netral,32,"['usai', 'pembekalan', 'kabinet', 'merah', 'putih', 'di', 'magelang', 'jawa', 'tengah', 'mari', 'kita', 'pantau', 'bersama', 'kegiatan', 'menteri', 'kependudukan', 'dan', 'pembangunan', 'keluarga', 'yang', 'diikuti', 'oleh', 'korespondensi', 'cnn', 'indonesia', 'novanaya', 'antaka', 'pada', 'hari', 'ini']"
alasan prabowo jadikan mobil karya anak bangsa mv garuda limousine kendaraan kabinet merah putih ,netral,15,"['alasan', 'prabowo', 'jadikan', 'mobil', 'karya', 'anak', 'bangsa', 'mv', 'garuda', 'limousine', 'kendaraan', 'kabinet', 'merah', 'putih']"
panglima tni ikuti retreat hari ke kabinet merah putih di magelang ,netral,13,"['panglima', 'tni', 'ikuti', 'retreat', 'hari', 'ke', 'kabinet', 'merah', 'putih', 'di', 'magelang']"
 ku rasa indonesia tidak kekurangan orang yang berintegritas tidak plinplan ituitu saja yang masuk ke jajaran kabinet,negatif,18,"['ku', 'rasa', 'indonesia', 'tidak', 'kekurangan', 'orang', 'yang', 'berintegritas', 'tidak', 'plinplan', 'ituitu', 'saja', 'yang', 'masuk', 'ke', 'jajaran', 'kabinet']"
 suka banget sama fokus kabinet merah putih di pendidikan anakanak indonesia masa depan cerah,positif,15,"['suka', 'banget', 'sama', 'fokus', 'kabinet', 'merah', 'putih', 'di', 'pendidikan', 'anakanak', 'indonesia', 'masa', 'depan', 'cerah']"
 kontroversi menteri kabinet merah putih bertambah lagi reshuffle saja yang bikin kontroversi tersebut,negatif,14,"['kontroversi', 'menteri', 'kabinet', 'merah', 'putih', 'bertambah', 'lagi', 'reshuffle', 'saja', 'yang', 'bikin', 'kontroversi', 'tersebut']"
meski memiliki presiden yang kuat dan menteri yang hebat indonesia masih butuh reformasi birokrasi nonton welcome kabinet merah putih selengkapnya di ,netral,28,"['meski', 'memiliki', 'presiden', 'yang', 'kuat', 'dan', 'menteri', 'yang', 'hebat', 'indonesia', 'masih', 'butuh', 'reformasi', 'birokrasi', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'selengkapnya', 'di']"
optimiskah anda dengan pemerintahan prabowogibran tahun ke depan nonton welcome kabinet merah putih selengkapnya di ,netral,23,"['optimiskah', 'anda', 'dengan', 'pemerintahan', 'prabowogibran', 'tahun', 'ke', 'depan', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'selengkapnya', 'di']"
 betul selama dikabinet masih ada upil nya mul gak bakal presiden terpilih bisa bergerak menunggu zaken kabinet prabowo ,negatif,20,"['betul', 'selama', 'dikabinet', 'masih', 'ada', 'upil', 'nya', 'mul', 'gak', 'bakal', 'presiden', 'terpilih', 'bisa', 'bergerak', 'menunggu', 'zaken', 'kabinet', 'prabowo']"
jika anggota kabinet merah putih tidak bekerja dengan baik akan diganti oleh presiden prabowo nonton welcome kabinet merah putih selengkapnya di ,netral,28,"['jika', 'anggota', 'kabinet', 'merah', 'putih', 'tidak', 'bekerja', 'dengan', 'baik', 'akan', 'diganti', 'oleh', 'presiden', 'prabowo', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'selengkapnya', 'di']"
 sbg parte pengusung belio pemenang pemilu anggota terbanyak diparlemen dan mentri terbanyak di kabinet dan sering mengatakan bhw belio adalah petugas partainya shrsnya adalah pihak yg plg bertanggungjawab atas kegilaan ini,negatif,32,"['sbg', 'parte', 'pengusung', 'belio', 'pemenang', 'pemilu', 'anggota', 'terbanyak', 'diparlemen', 'dan', 'mentri', 'terbanyak', 'di', 'kabinet', 'dan', 'sering', 'mengatakan', 'bhw', 'belio', 'adalah', 'petugas', 'partainya', 'shrsnya', 'adalah', 'pihak', 'yg', 'plg', 'bertanggungjawab', 'atas', 'kegilaan', 'ini']"
pakai uang pribadi prabowo biayai retreat kabinet merah putih di akmil magelang baca di sini ,netral,24,"['pakai', 'uang', 'pribadi', 'prabowo', 'biayai', 'retreat', 'kabinet', 'merah', 'putih', 'di', 'akmil', 'magelang', 'baca', 'di', 'sini']"
 kl untuk panglima shrsnya mngkin skrng jatahnya tni au kalo nggak salah berarti sepak terjang amhp sungguh sangat luarbiasa ya pengaruhnya oia anaknya pun ada yg masuk kabinet kalo gak salah,negatif,33,"['kl', 'untuk', 'panglima', 'shrsnya', 'mngkin', 'skrng', 'jatahnya', 'tni', 'au', 'kalo', 'nggak', 'salah', 'berarti', 'sepak', 'terjang', 'amhp', 'sungguh', 'sangat', 'luarbiasa', 'ya', 'pengaruhnya', 'oia', 'anaknya', 'pun', 'ada', 'yg', 'masuk', 'kabinet', 'kalo', 'gak', 'salah']"
ombudsman akan berkoordinasi dengan kementerian dan lembaga terkait dengan pemisahan kementerian pada kabinet merah putih ,netral,16,"['ombudsman', 'akan', 'berkoordinasi', 'dengan', 'kementerian', 'dan', 'lembaga', 'terkait', 'dengan', 'pemisahan', 'kementerian', 'pada', 'kabinet', 'merah', 'putih']"
 sabarr selama kabinet dia masi diisi orangnya jokowi rasanya sulit prabowo begerak dengan beban anggaran sebesar itu kesedot buat kementriannya saya lagi nunggu gebrakan berikutnya reshuffle kabinet cuci gudang dari semua kroni jokowi dan munculnya kabinet zaken prabowo,negatif,41,"['sabarr', 'selama', 'kabinet', 'dia', 'masi', 'diisi', 'orangnya', 'jokowi', 'rasanya', 'sulit', 'prabowo', 'begerak', 'dengan', 'beban', 'anggaran', 'sebesar', 'itu', 'kesedot', 'buat', 'kementriannya', 'saya', 'lagi', 'nunggu', 'gebrakan', 'berikutnya', 'reshuffle', 'kabinet', 'cuci', 'gudang', 'dari', 'semua', 'kroni', 'jokowi', 'dan', 'munculnya', 'kabinet', 'zaken', 'prabowo']"
istana sebut retreat kabinet merah putih pakai uang pribadi prabowo ,netral,11,"['istana', 'sebut', 'retreat', 'kabinet', 'merah', 'putih', 'pakai', 'uang', 'pribadi', 'prabowo']"
kepala kantor komunikasi presiden hasan nasbi menjelaskan alasan presiden prabowo subianto mendanai secara pribadi pembekalan retreat kabinet merah putih dia menekankan bahwa kegiatan yang berjalan selama empat hari tiga malam itu terhitung sejak kamis hingga ,negatif,37,"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'menjelaskan', 'alasan', 'presiden', 'prabowo', 'subianto', 'mendanai', 'secara', 'pribadi', 'pembekalan', 'retreat', 'kabinet', 'merah', 'putih', 'dia', 'menekankan', 'bahwa', 'kegiatan', 'yang', 'berjalan', 'selama', 'empat', 'hari', 'tiga', 'malam', 'itu', 'terhitung', 'sejak', 'kamis', 'hingga']"
 kabinet merah putih benerbener serius dalam memperhatikan kebutuhan rakyat,netral,10,"['kabinet', 'merah', 'putih', 'benerbener', 'serius', 'dalam', 'memperhatikan', 'kebutuhan', 'rakyat']"
reatreat akmil dan uang pribadi semacam kampanye politik untuk mengarahkan menteri kabinet pada programprogram yang telah ditetapkan juga ada semacam ketidakpuasan penyampaian pasca sidang kabinet pertama sehingga perlu penegasan ulang,negatif,31,"['reatreat', 'akmil', 'dan', 'uang', 'pribadi', 'semacam', 'kampanye', 'politik', 'untuk', 'mengarahkan', 'menteri', 'kabinet', 'pada', 'programprogram', 'yang', 'telah', 'ditetapkan', 'juga', 'ada', 'semacam', 'ketidakpuasan', 'penyampaian', 'pasca', 'sidang', 'kabinet', 'pertama', 'sehingga', 'perlu', 'penegasan', 'ulang']"
 kabinet ini benerbener mendorong inovasi di sektor teknologi indonesia makin maju,positif,12,"['kabinet', 'ini', 'benerbener', 'mendorong', 'inovasi', 'di', 'sektor', 'teknologi', 'indonesia', 'makin', 'maju']"
retreat kabinet merah putih dibiayai prabowo dengan uang pribadi ,netral,10,"['retreat', 'kabinet', 'merah', 'putih', 'dibiayai', 'prabowo', 'dengan', 'uang', 'pribadi']"
 kabinet merah putih ,netral,7,"['kabinet', 'merah', 'putih']"
sumber dana retreat menteri kabinet merah putih di akmil magelang ternyata dari sini ,netral,18,"['sumber', 'dana', 'retreat', 'menteri', 'kabinet', 'merah', 'putih', 'di', 'akmil', 'magelang', 'ternyata', 'dari', 'sini']"
menurut abraha mose pt pindad saat ini masih menunggu tindak lanjut dari arahan prabowo terkait maung jadi kendaraan dinas kabinet merah putih ,netral,23,"['menurut', 'abraha', 'mose', 'pt', 'pindad', 'saat', 'ini', 'masih', 'menunggu', 'tindak', 'lanjut', 'dari', 'arahan', 'prabowo', 'terkait', 'maung', 'jadi', 'kendaraan', 'dinas', 'kabinet', 'merah', 'putih']"
 akses ke pendidikan makin terbuka lebar salut buat kabinet merah putih,positif,12,"['akses', 'ke', 'pendidikan', 'makin', 'terbuka', 'lebar', 'salut', 'buat', 'kabinet', 'merah', 'putih']"
utk kabinet merah putih wajib di bekali menjadi kabinet yg berjiwa nasionalisme patriotisme yg berpihak pd rakyat dan tdk menjadi boneka naga oknum naga hanya menggusur tanah rakyat utk keuntungan kapitalis dlm pik dan pik dan tempat lainnya ,netral,45,"['utk', 'kabinet', 'merah', 'putih', 'wajib', 'di', 'bekali', 'menjadi', 'kabinet', 'yg', 'berjiwa', 'nasionalisme', 'patriotisme', 'yg', 'berpihak', 'pd', 'rakyat', 'dan', 'tdk', 'menjadi', 'boneka', 'naga', 'oknum', 'naga', 'hanya', 'menggusur', 'tanah', 'rakyat', 'utk', 'keuntungan', 'kapitalis', 'dlm', 'pik', 'dan', 'pik', 'dan', 'tempat', 'lainnya']"
 kok goblok ngak ketulungan uang pribadi pakai fasilitas negara itu kegiatan untuk mendisiplinkan kabinet nya untuk kepentingan rakyatnya masih mending prabowo pakai uang pribadi kalau yg lain pakai angaran negara blok goblok,positif,34,"['kok', 'goblok', 'ngak', 'ketulungan', 'uang', 'pribadi', 'pakai', 'fasilitas', 'negara', 'itu', 'kegiatan', 'untuk', 'mendisiplinkan', 'kabinet', 'nya', 'untuk', 'kepentingan', 'rakyatnya', 'masih', 'mending', 'prabowo', 'pakai', 'uang', 'pribadi', 'kalau', 'yg', 'lain', 'pakai', 'angaran', 'negara', 'blok', 'goblok']"
kalian sadar gak jadi menteri di kabinet yg wakil presidennya seorg pemuda buah dari pelanggaran etika pemerkosaan konstitusi dan cawecawe bapaknya sedih banget ,negatif,23,"['kalian', 'sadar', 'gak', 'jadi', 'menteri', 'di', 'kabinet', 'yg', 'wakil', 'presidennya', 'seorg', 'pemuda', 'buah', 'dari', 'pelanggaran', 'etika', 'pemerkosaan', 'konstitusi', 'dan', 'cawecawe', 'bapaknya', 'sedih', 'banget']"
 sepertinya kita punya the real presiden tinggal nyimak kebijakan kabinet merah putih,positif,14,"['sepertinya', 'kita', 'punya', 'the', 'real', 'presiden', 'tinggal', 'nyimak', 'kebijakan', 'kabinet', 'merah', 'putih']"
sejauh ini sudah mengalami gangguan tidur menarik diri dari kehidupan sosial dan membuat nd account pasien telah menemui dokter spesialis namun obat baru reshuffle seperti kabinet dan sedang dalam masa orientasi jadi belum bekerja penuh,netral,35,"['sejauh', 'ini', 'sudah', 'mengalami', 'gangguan', 'tidur', 'menarik', 'diri', 'dari', 'kehidupan', 'sosial', 'dan', 'membuat', 'nd', 'account', 'pasien', 'telah', 'menemui', 'dokter', 'spesialis', 'namun', 'obat', 'baru', 'reshuffle', 'seperti', 'kabinet', 'dan', 'sedang', 'dalam', 'masa', 'orientasi', 'jadi', 'belum', 'bekerja', 'penuh']"
presiden prabowo selalu konsisten dengan ucapannya sejak masuk ke dunia politik akankah terwujud di masa pemerintahannya nonton welcome kabinet merah putih selengkapnya di ,positif,29,"['presiden', 'prabowo', 'selalu', 'konsisten', 'dengan', 'ucapannya', 'sejak', 'masuk', 'ke', 'dunia', 'politik', 'akankah', 'terwujud', 'di', 'masa', 'pemerintahannya', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'selengkapnya', 'di']"
jumlah menteri yang dilantik semakin banyak apakah koordinasi akan berjalan dengan baik di kabinet merah putih nonton welcome kabinet merah putih selengkapnya di ,netral,30,"['jumlah', 'menteri', 'yang', 'dilantik', 'semakin', 'banyak', 'apakah', 'koordinasi', 'akan', 'berjalan', 'dengan', 'baik', 'di', 'kabinet', 'merah', 'putih', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'selengkapnya', 'di']"
di tengah tuduhan pemborosan kepada agenda retreat kabinet merah putih yang diselenggarakan presiden prabowo kita mendapatkan informasi bahwa anggaran retreat tersebut berasal dari kantong pribadi presiden ,positif,31,"['di', 'tengah', 'tuduhan', 'pemborosan', 'kepada', 'agenda', 'retreat', 'kabinet', 'merah', 'putih', 'yang', 'diselenggarakan', 'presiden', 'prabowo', 'kita', 'mendapatkan', 'informasi', 'bahwa', 'anggaran', 'retreat', 'tersebut', 'berasal', 'dari', 'kantong', 'pribadi', 'presiden']"
istana arahan prabowo agar kabinet pakai maung disampaikan saat retreat akmil ,netral,16,"['istana', 'arahan', 'prabowo', 'agar', 'kabinet', 'pakai', 'maung', 'disampaikan', 'saat', 'retreat', 'akmil']"
 baca bego itu biaya retreat kabinet di akmil berarti kalo yg pesawat bukan,negatif,15,"['baca', 'bego', 'itu', 'biaya', 'retreat', 'kabinet', 'di', 'akmil', 'berarti', 'kalo', 'yg', 'pesawat', 'bukan']"
tweet lama dua pejabat kabinet merah putih yang baru dilantik tersebar di medsos tokoh nu sentil hinaan ke prabowo ,negatif,20,"['tweet', 'lama', 'dua', 'pejabat', 'kabinet', 'merah', 'putih', 'yang', 'baru', 'dilantik', 'tersebar', 'di', 'medsos', 'tokoh', 'nu', 'sentil', 'hinaan', 'ke', 'prabowo']"
presiden prabowo menggelar makan malam kabinet merah putih di ruang makan husein komplek akmil magelang lewat news ,netral,20,"['presiden', 'prabowo', 'menggelar', 'makan', 'malam', 'kabinet', 'merah', 'putih', 'di', 'ruang', 'makan', 'husein', 'komplek', 'akmil', 'magelang', 'lewat', 'news']"
dengan dibaginya satu kementerian menjadi beberapa kementerian di kabinet merah putih agar semakin fokus lebih efektif nonton welcome kabinet merah putih selengkapnya di ,netral,30,"['dengan', 'dibaginya', 'satu', 'kementerian', 'menjadi', 'beberapa', 'kementerian', 'di', 'kabinet', 'merah', 'putih', 'agar', 'semakin', 'fokus', 'lebih', 'efektif', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'selengkapnya', 'di']"
 prabowo pasti bisa mengantar kita ke indonesia emas anggota kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara walau sekalipun mengorbankan nyawa ,positif,35,"['prabowo', 'pasti', 'bisa', 'mengantar', 'kita', 'ke', 'indonesia', 'emas', 'anggota', 'kabinet', 'merah', 'putih', 'diawali', 'dengan', 'pendidikan', 'ilmu', 'militer', 'dlm', 'arti', 'tegas', 'bertindak', 'tak', 'pandang', 'bulu', 'melindungi', 'bangsa', 'dan', 'negara', 'walau', 'sekalipun', 'mengorbankan', 'nyawa']"
bismillah staf kabinet merah putih ,positif,6,"['bismillah', 'staf', 'kabinet', 'merah', 'putih']"
 kagakx harus bersih kabinet,negatif,5,"['kagakx', 'harus', 'bersih', 'kabinet']"
 saran sy sih pak ganti semua kabinet titipan jokowi baru keren dan bersih nantinya kabinet p prabowo,negatif,18,"['saran', 'sy', 'sih', 'pak', 'ganti', 'semua', 'kabinet', 'titipan', 'jokowi', 'baru', 'keren', 'dan', 'bersih', 'nantinya', 'kabinet', 'p', 'prabowo']"
hai hai hai kabinet baru pasti dengan orangorang yang baru kan tentu nya dong wah tementemen pada penasaran gak nih sama anggotaanggota osis yang baru tanpa lamalama nunggu langsung aja cuuus ke tiktok osis sma igs ,netral,37,"['hai', 'hai', 'hai', 'kabinet', 'baru', 'pasti', 'dengan', 'orangorang', 'yang', 'baru', 'kan', 'tentu', 'nya', 'dong', 'wah', 'tementemen', 'pada', 'penasaran', 'gak', 'nih', 'sama', 'anggotaanggota', 'osis', 'yang', 'baru', 'tanpa', 'lamalama', 'nunggu', 'langsung', 'aja', 'cuuus', 'ke', 'tiktok', 'osis', 'sma', 'igs']"
pembekalan kabinet merah putih ternyata dibiayai presiden prabowo subianto lewat ,netral,15,"['pembekalan', 'kabinet', 'merah', 'putih', 'ternyata', 'dibiayai', 'presiden', 'prabowo', 'subianto', 'lewat']"
prabowo pasti bisa mengantar kita ke indonesia emas anggota kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara walau sekalipun mengorbankan nyawa ,positif,34,"['prabowo', 'pasti', 'bisa', 'mengantar', 'kita', 'ke', 'indonesia', 'emas', 'anggota', 'kabinet', 'merah', 'putih', 'diawali', 'dengan', 'pendidikan', 'ilmu', 'militer', 'dlm', 'arti', 'tegas', 'bertindak', 'tak', 'pandang', 'bulu', 'melindungi', 'bangsa', 'dan', 'negara', 'walau', 'sekalipun', 'mengorbankan', 'nyawa']"
gmni optimistis kabinet merah putih bisa jalankan program prabowogibran ,positif,10,"['gmni', 'optimistis', 'kabinet', 'merah', 'putih', 'bisa', 'jalankan', 'program', 'prabowogibran']"
kegiatan retreat kabinet merah putih di akademi militer magelang jawa tengah sudah disiapkan satu bulan oleh prabowo subianto sebelum dilantik jadi presiden ,netral,23,"['kegiatan', 'retreat', 'kabinet', 'merah', 'putih', 'di', 'akademi', 'militer', 'magelang', 'jawa', 'tengah', 'sudah', 'disiapkan', 'satu', 'bulan', 'oleh', 'prabowo', 'subianto', 'sebelum', 'dilantik', 'jadi', 'presiden']"
bagus sih kalo kabinet merah putih akan bekerja maksi untuk rakyat tapi sayang yang ngomong cak imin ,negatif,19,"['bagus', 'sih', 'kalo', 'kabinet', 'merah', 'putih', 'akan', 'bekerja', 'maksi', 'untuk', 'rakyat', 'tapi', 'sayang', 'yang', 'ngomong', 'cak', 'imin']"
